% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, elapsed wallclock time [s], further/more values", seed=42, Sun Jan 18 15:10:05 2026, <python>{}</python>
33 528 0.1601183908285492 1.109347896119271 5053.274857923014 5.1551275754322387e+03 5799.100697737192 2044369.8614892121 27879.764849146984 5398.046709519299 nan 1.6   
34 544 0.15988822247660475 1.109347896119271 5053.274857923014 5.1124000670972791e+03 11020.11810626529 34820898.8630224 132849.31168009402 5405.887827245666 nan 1.6   
35 560 0.15934558171770177 1.1151502799454827 4894.664872852023 4.8946648728520231e+03 9020.312348854677 37013611.54775416 1605790.2683770463 5293.732128124877 nan 1.7   
36 576 0.15887657002143285 1.1151502799454827 4787.51916016416 4.7875191601641600e+03 5273.316977282631 6250257.235652107 1925.2461946320782 5040.43789506623 nan 1.7   
37 592 0.1583817859943773 1.1196918277293593 4787.51916016416 4.9088548684384923e+03 5718.3193095567585 12114769.424099216 473312.5752236766 5248.68116512413 nan 1.7   
38 608 0.15799536850367799 1.1196918277293593 4787.51916016416 4.8676748807681761e+03 12535.059931360149 1685992.2255140864 213306.5880291542 5083.645191573805 nan 1.7   
39 624 0.1577274734822377 1.1257364942943253 4787.51916016416 4.8856842991121130e+03 139761.82755224494 66251367.626055144 5064424.617496787 5133.850976478439 nan 1.8   
40 640 0.15754654519556238 1.1257364942943253 4787.51916016416 4.9492144051276628e+03 7314.669583017656 10805979.997622473 142981.49186533628 5159.302540528854 nan 1.8   
41 656 0.15721553916530567 1.1306245924786535 4787.51916016416 4.9335823128633310e+03 36265.82399638702 2834989.446196779 190283.97921500794 5513.7328313206945 nan 1.8   
42 672 0.15699692808794474 1.1306245924786535 4787.51916016416 4.9705321031065732e+03 441485.8804228501 47557387.87495562 9874260.568057114 5131.887928477565 nan 1.8   
43 688 0.1567673915320746 1.136970790882285 4731.178722629202 4.7311787226292017e+03 6676.104950553156 46353855.17807851 15071.994856201214 5086.229282331179 nan 1.9   
44 704 0.15627958267942277 1.136970790882285 4731.178722629202 4.8767382848241823e+03 10511.590685037841 59477147.691581145 1418434.8295080257 5039.857924558606 nan 1.9   
45 720 0.1560205959232845 1.142019884059383 4731.178722629202 4.8805105488684658e+03 26075.623090898156 3496892.638886527 423741.6576782281 5197.010031547517 nan 1.9   
46 736 0.15559779301524104 1.142019884059383 4584.885163334659 4.5848851633346594e+03 6303.95846084581 4867965.286022053 193308.3574378126 5354.074842716038 nan 2.0   
47 752 0.15520073396901735 1.1473588424043724 4584.885163334659 4.7645242919146740e+03 15429.217643119155 4520549.477080557 167884.63238425314 5198.119912880022 nan 2.0   
48 768 0.1547293146736312 1.1473588424043724 4584.885163334659 5.0188255204304296e+03 9234.423264428218 6517903.7917784825 373022.8604846227 5195.4501694292685 nan 2.0   
49 784 0.1541289273401156 1.1535399515313216 4584.885163334659 4.7679204600240573e+03 5309.844288393389 4519071.61440371 11764.820557802708 5160.917096171321 nan 2.0   
50 800 0.15393277915877357 1.1535399515313216 4584.885163334659 4.9083961663074660e+03 5415.693574453336 35176932.40165497 1458.5440923671667 5177.755852408112 nan 2.1   
51 816 0.15375682638945296 1.1595074961052871 4584.885163334659 5.0379427568186766e+03 6709.234996374602 13482519.516197054 20806.70625804152 5245.127334464344 nan 2.1   
52 832 0.15360477664113398 1.1595074961052871 4584.885163334659 4.8865454227521623e+03 5244.9189854932865 11999173.507821161 1352.7334153193815 5120.6250434513295 nan 2.1   
53 848 0.15340135928478518 1.1663194898433364 4584.885163334659 4.8448502067442523e+03 5140.82096691768 3933633.096289683 1743.8242768498712 4978.179796535662 nan 2.1   
54 864 0.15300850555793238 1.1663194898433364 4584.885163334659 4.7502538196658734e+03 5241.566145950429 9209107.003554575 94064.05579380982 4908.173933772421 nan 2.2   
55 880 0.1525914562678641 1.1734294322235597 4584.885163334659 4.6639537471640797e+03 5065.338757010677 315750.45376902266 311.66900986998735 4974.432623568004 nan 2.2   
56 896 0.15205247848343328 1.1734294322235597 4546.829013400087 4.5468290134000872e+03 5787.7010142522995 7656064.889132694 363986.72112224903 4939.08733064262 nan 2.2   
57 912 0.1515259074174759 1.179053257311584 4546.829013400087 4.7678891597165502e+03 19700.248583742643 143316099.84186608 455028.91021565936 4876.017324419106 nan 2.2   
58 928 0.15085636997787452 1.179053257311584 4510.222136579402 4.5102221365794021e+03 8304.990136593933 227037.585035687 11022.098828803231 4976.189398806806 nan 2.3   
59 944 0.1502787222350379 1.1847680204519726 4510.222136579402 4.6346049150885874e+03 6199.981408244919 6155400.039964278 7811.68690588958 4864.002621608101 nan 2.3   
60 960 0.14977807648475905 1.1847680204519726 4510.222136579402 4.6875440439680260e+03 5032.831232845339 3500250.6494960673 129409.79174619436 4822.089404515453 nan 2.3   
61 976 0.1493847239480918 1.1896992297639981 4510.222136579402 4.7844130250110666e+03 8326.251791215906 3251624.412646849 450161.2772539879 4944.308549914111 nan 2.4   
62 992 0.14892609990296876 1.1896992297639981 4510.222136579402 4.7546067735615779e+03 28359.636466411976 36430484.7176242 108748.93034965853 5054.057927915055 nan 2.4   
63 1008 0.14845498551757152 1.1947153159171888 4510.222136579402 4.5884224582500647e+03 5162.543594430404 23944539.507851895 33306.986101687005 4897.152389972691 nan 2.4   
64 1024 0.14783566700386014 1.1947153159171888 4510.222136579402 4.8395096009541621e+03 40597.420844091044 11467875.371567309 1397857.5784089202 5119.780536276516 nan 2.4   
65 1040 0.14728829704711016 1.1999793615220047 4510.222136579402 4.5758454093574574e+03 19841.280544873214 107867590.60733764 67635.13104921431 5095.550547105893 nan 2.5   
66 1056 0.14635927036078433 1.1999793615220047 4510.222136579402 4.6857208081743856e+03 19026.182826313085 113909859.1182265 2549895.409116347 4877.239122728329 nan 2.5   
67 1072 0.14546983435026448 1.2037892044888612 4510.222136579402 4.5369968199979285e+03 46651.43890364531 5664835.386527106 242879.7401808648 4957.686051027436 nan 2.5   
68 1088 0.14480193172607395 1.2037892044888612 4510.222136579402 4.5379294480215731e+03 538366.2992379349 298032383.34083277 10990725.539923262 4812.56093889907 nan 2.6   
69 1104 0.14377562014017287 1.2084635545007965 4510.222136579402 4.6397914769192284e+03 66609.92694764181 58646135.239101216 1006186.9006018703 4926.90083782279 nan 2.6   
70 1120 0.14283282944018602 1.2084635545007965 4510.222136579402 4.5126896654520533e+03 5064.002014546425 20046845.809375886 8228.201976219982 4805.119521770125 nan 2.6   
71 1136 0.14182296481364728 1.2120766501707896 4457.840271757287 4.4578402717572872e+03 28047.6337303284 31247318.743163943 293193.2657086218 4795.262107891847 nan 2.6   
72 1152 0.14100010920952977 1.2120766501707896 4457.840271757287 4.5732095551344064e+03 4857.24160305987 53313086.09257066 4233.196345223183 4641.805145373597 nan 2.7   
73 1168 0.14008419565866145 1.2154049587043765 4457.840271757287 4.5126905880075283e+03 5100.644353630568 17716045.104758516 14010.683014954113 4673.622332134691 nan 2.7   
